IP_ADDRESS,TEST_DATE,TIME_ZONE,DOWNLOAD_MEGABITS,UPLOAD_MEGABITS,LATENCY_MS,SERVER_NAME,DISTANCE_MILES
"123.136.116.161","8/15/2018 10:41 PM","GMT","13.22","20.66","36","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 10:42 PM","GMT","14.48","21.66","24","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 10:43 PM","GMT","10.37","15.35","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 10:43 PM","GMT","11.30","16.13","28","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 10:44 PM","GMT","12.86","15.09","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 10:45 PM","GMT","12.91","15.73","39","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 10:45 PM","GMT","14.58","21.27","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 10:46 PM","GMT","11.60","21.13","33","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 10:46 PM","GMT","15.12","19.60","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 10:47 PM","GMT","13.06","20.59","28","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 10:48 PM","GMT","9.21","14.84","38","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 10:48 PM","GMT","12.07","14.53","33","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 10:49 PM","GMT","10.24","14.63","35","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 10:49 PM","GMT","11.51","14.98","34","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 10:50 PM","GMT","10.01","20.42","28","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 10:51 PM","GMT","11.96","21.40","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 10:51 PM","GMT","11.92","21.86","28","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 10:52 PM","GMT","15.39","21.11","31","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 10:53 PM","GMT","17.58","22.19","28","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 10:53 PM","GMT","12.48","15.43","39","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 10:54 PM","GMT","6.52","14.23","41","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 10:54 PM","GMT","10.33","16.34","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 10:55 PM","GMT","10.55","14.36","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 10:56 PM","GMT","13.51","20.97","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 10:56 PM","GMT","16.26","21.95","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 10:57 PM","GMT","11.61","21.97","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 10:58 PM","GMT","11.52","21.81","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 10:58 PM","GMT","14.67","13.84","31","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 10:59 PM","GMT","11.94","13.80","35","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 10:59 PM","GMT","6.98","14.19","32","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:00 PM","GMT","9.29","14.64","31","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:01 PM","GMT","9.22","19.93","35","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:01 PM","GMT","9.04","19.36","38","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:02 PM","GMT","15.83","19.36","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:03 PM","GMT","14.58","20.30","27","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:03 PM","GMT","14.78","14.52","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:04 PM","GMT","7.26","13.58","25","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:04 PM","GMT","12.00","14.93","28","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:05 PM","GMT","12.44","11.85","26","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:06 PM","GMT","11.47","12.85","32","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:06 PM","GMT","9.58","25.66","33","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:07 PM","GMT","6.13","25.66","31","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:07 PM","GMT","7.61","24.22","31","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:08 PM","GMT","6.73","17.60","22","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:09 PM","GMT","8.69","13.78","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:09 PM","GMT","5.29","10.94","23","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:10 PM","GMT","4.37","11.54","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:11 PM","GMT","4.77","25.30","27","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:11 PM","GMT","8.70","26.22","31","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:12 PM","GMT","6.30","25.44","28","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:12 PM","GMT","8.27","26.45","31","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:13 PM","GMT","3.86","12.60","35","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:14 PM","GMT","6.39","11.90","23","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:14 PM","GMT","7.76","10.69","24","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:15 PM","GMT","5.45","0.33","37","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:15 PM","GMT","3.33","1.24","26","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:16 PM","GMT","4.86","26.76","22","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:17 PM","GMT","8.11","23.89","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:17 PM","GMT","7.13","23.96","36","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:18 PM","GMT","8.37","24.00","28","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:19 PM","GMT","6.10","12.91","31","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:19 PM","GMT","4.56","12.49","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:20 PM","GMT","2.93","10.77","24","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:20 PM","GMT","6.73","19.38","31","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:21 PM","GMT","6.31","23.82","27","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:22 PM","GMT","4.89","24.41","28","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:22 PM","GMT","5.56","25.56","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:23 PM","GMT","5.28","0.78","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:23 PM","GMT","5.90","12.90","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:24 PM","GMT","10.56","12.45","34","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:25 PM","GMT","9.00","13.52","26","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:25 PM","GMT","8.23","24.27","28","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:26 PM","GMT","7.16","23.43","26","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:27 PM","GMT","6.25","23.64","19","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:27 PM","GMT","6.86","15.03","24","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:28 PM","GMT","3.53","12.91","41","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:28 PM","GMT","6.42","11.51","27","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:29 PM","GMT","6.02","9.96","27","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:30 PM","GMT","7.65","21.15","23","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:30 PM","GMT","15.30","20.60","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:31 PM","GMT","16.93","18.39","35","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:32 PM","GMT","14.27","18.08","34","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:32 PM","GMT","11.84","14.84","32","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:33 PM","GMT","11.55","14.99","37","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:33 PM","GMT","11.54","12.98","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:34 PM","GMT","7.75","14.64","28","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:35 PM","GMT","7.44","23.20","27","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:35 PM","GMT","8.45","24.65","24","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:36 PM","GMT","7.49","23.94","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:37 PM","GMT","6.20","17.34","27","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:37 PM","GMT","5.11","11.48","33","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:38 PM","GMT","8.47","9.67","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:38 PM","GMT","6.94","12.15","26","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:39 PM","GMT","3.18","12.47","30","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:40 PM","GMT","6.45","25.21","29","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:40 PM","GMT","4.73","25.29","31","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:41 PM","GMT","12.06","25.29","26","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:41 PM","GMT","9.99","25.56","32","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:42 PM","GMT","6.24","12.14","74","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:43 PM","GMT","6.39","12.20","25","Kuala Lumpur","0"
"123.136.116.161","8/15/2018 11:43 PM","GMT","4.22","9.67","30","Kuala Lumpur","0"
